time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
7.875,1981-01-08,21:00:00.00,0.270761,0.291859,0.339366,614.437,0.0373662,0,0,0,15,629.813,4.72061,2.26053,-0.176339
7.91667,1981-01-08,22:00:00.00,0.270761,0.291859,0.339742,614.447,0.0373662,0,0,0,15,629.824,4.74406,2.27357,-0.176339
7.95833,1981-01-08,23:00:00.00,0.270761,0.291859,0.340129,614.457,0.0373662,0,0,0,15,629.834,4.7675,2.28665,-0.176339
8,1981-01-09,00:00:00.00,0.270761,0.291859,0.340525,614.467,0.0373662,0,0,0,15,629.844,4.79094,2.29974,-0.176339
8.04167,1981-01-09,01:00:00.00,0.271547,0.292706,0.340922,614.477,0.0374074,0,0,0,15,629.855,4.81445,2.31287,-0.176339
8.08333,1981-01-09,02:00:00.00,0.271547,0.292706,0.341318,614.487,0.0374074,0,0,0,15,629.865,4.83796,2.32602,-0.176339
8.125,1981-01-09,03:00:00.00,0.271547,0.292706,0.341728,614.496,0.0374074,0,0,0,15,629.876,4.86147,2.33919,-0.176339
8.16667,1981-01-09,04:00:00.00,0.271547,0.292706,0.342148,614.506,0.0374074,0,0,0,15,629.886,4.88498,2.35239,-0.176339
8.20833,1981-01-09,05:00:00.00,0.271547,0.292706,0.342571,614.516,0.0374074,0,0,0,15,629.896,4.90849,2.36561,-0.176339
8.25,1981-01-09,06:00:00.00,0.271547,0.292706,0.342994,614.526,0.0374074,0,0,0,15,629.906,4.93201,2.37887,-0.176339
8.29167,1981-01-09,07:00:00.00,0.271547,0.292706,0.343418,614.536,0.0374074,0,0,0,15,629.917,4.95552,2.39216,-0.176339
8.33333,1981-01-09,08:00:00.00,0.271547,0.292706,0.343838,614.545,0.0374074,0,0,0,15,629.927,4.97903,2.40549,-0.176461
8.375,1981-01-09,09:00:00.00,0.271547,0.292706,0.34425,614.554,0.0374074,0,0,0,15,629.936,5.00254,2.41885,-0.177645
8.41667,1981-01-09,10:00:00.00,0.271547,0.292706,0.344647,614.561,0.0374074,0,0,0,15,629.943,5.02605,2.43224,-0.179976
8.45833,1981-01-09,11:00:00.00,0.271547,0.292706,0.345024,614.568,0.0374074,0,0,0,15,629.95,5.04956,2.44567,-0.183234
8.5,1981-01-09,12:00:00.00,0.271547,0.292706,0.345381,614.574,0.0374074,0,0,0,15,629.956,5.07307,2.45912,-0.187076
8.54167,1981-01-09,13:00:00.00,0.271547,0.292706,0.345719,614.579,0.0374074,0,0,0,15,629.963,5.09658,2.47262,-0.191053
8.58333,1981-01-09,14:00:00.00,0.271547,0.292706,0.346043,614.585,0.0374074,0,0,0,15,629.969,5.12009,2.48614,-0.194663
8.625,1981-01-09,15:00:00.00,0.271547,0.292706,0.346359,614.592,0.0374074,0,0,0,15,629.976,5.1436,2.4997,-0.197411
8.66667,1981-01-09,16:00:00.00,0.271547,0.292706,0.346677,614.6,0.0374074,0,0,0,15,629.985,5.16711,2.51329,-0.198878
8.70833,1981-01-09,17:00:00.00,0.271547,0.292706,0.347005,614.61,0.0374074,0,0,0,15,629.994,5.19062,2.52691,-0.19903
8.75,1981-01-09,18:00:00.00,0.271547,0.292706,0.347346,614.619,0.0374074,0,0,0,15,630.004,5.21413,2.54055,-0.19903
8.79167,1981-01-09,19:00:00.00,0.271547,0.292706,0.347697,614.629,0.0374074,0,0,0,15,630.014,5.23764,2.55423,-0.19903
8.83333,1981-01-09,20:00:00.00,0.271547,0.292706,0.348057,614.638,0.0374074,0,0,0,15,630.024,5.26115,2.56792,-0.19903
8.875,1981-01-09,21:00:00.00,0.271547,0.292706,0.348426,614.648,0.0374074,0,0,0,15,630.034,5.28466,2.58164,-0.19903
8.91667,1981-01-09,22:00:00.00,0.271547,0.292706,0.348803,614.657,0.0374074,0,0,0,15,630.043,5.30817,2.59538,-0.19903
8.95833,1981-01-09,23:00:00.00,0.271547,0.292706,0.349188,614.667,0.0374074,0,0,0,15,630.053,5.33168,2.60914,-0.19903
9,1981-01-10,00:00:00.00,0.271547,0.292706,0.34958,614.676,0.0374074,0,0,0,15,630.063,5.35519,2.62293,-0.19903
9.04167,1981-01-10,01:00:00.00,0.264919,0.285562,0.349908,614.685,0.0371263,0,0,0,15,630.072,5.37813,2.63674,-0.19903
9.08333,1981-01-10,02:00:00.00,0.264919,0.285562,0.350183,614.694,0.0371263,0,0,0,15,630.081,5.40107,2.65057,-0.19903
9.125,1981-01-10,03:00:00.00,0.264919,0.285562,0.350517,614.703,0.0371263,0,0,0,15,630.09,5.424,2.66436,-0.19903
9.16667,1981-01-10,04:00:00.00,0.264919,0.285562,0.350897,614.711,0.0371263,0,0,0,15,630.099,5.44694,2.67813,-0.19903
9.20833,1981-01-10,05:00:00.00,0.264919,0.285562,0.351273,614.72,0.0371263,0,0,0,15,630.109,5.46988,2.69194,-0.19903
9.25,1981-01-10,06:00:00.00,0.264919,0.285562,0.351646,614.729,0.0371263,0,0,0,15,630.118,5.49281,2.70577,-0.19903
9.29167,1981-01-10,07:00:00.00,0.264919,0.285562,0.352015,614.738,0.0371263,0,0,0,15,630.127,5.51575,2.71964,-0.19903
9.33333,1981-01-10,08:00:00.00,0.264919,0.285562,0.352381,614.746,0.0371263,0,0,0,15,630.136,5.53869,2.73353,-0.199158
9.375,1981-01-10,09:00:00.00,0.264919,0.285562,0.352739,614.754,0.0371263,0,0,0,15,630.143,5.56162,2.74746,-0.200358
9.41667,1981-01-10,10:00:00.00,0.264919,0.285562,0.353082,614.76,0.0371263,0,0,0,15,630.15,5.58456,2.76141,-0.202706
9.45833,1981-01-10,11:00:00.00,0.264919,0.285562,0.353406,614.765,0.0371263,0,0,0,15,630.156,5.6075,2.77539,-0.205984
9.5,1981-01-10,12:00:00.00,0.264919,0.285562,0.353709,614.77,0.0371263,0,0,0,15,630.161,5.63043,2.7894,-0.209847
9.54167,1981-01-10,13:00:00.00,0.264919,0.285562,0.353995,614.775,0.0371263,0,0,0,15,630.166,5.65337,2.80344,-0.213845
9.58333,1981-01-10,14:00:00.00,0.264919,0.285562,0.354269,614.78,0.0371263,0,0,0,15,630.171,5.67631,2.81751,-0.217476
9.625,1981-01-10,15:00:00.00,0.264919,0.285562,0.354536,614.785,0.0371263,0,0,0,15,630.177,5.69924,2.8316,-0.220245
9.66667,1981-01-10,16:00:00.00,0.264919,0.285562,0.354805,614.792,0.0371263,0,0,0,15,630.184,5.72218,2.84572,-0.221732
9.70833,1981-01-10,17:00:00.00,0.264919,0.285562,0.355085,614.801,0.0371263,0,0,0,15,630.193,5.74512,2.85987,-0.221892
9.75,1981-01-10,18:00:00.00,0.264919,0.285562,0.355377,614.809,0.0371263,0,0,0,15,630.202,5.76806,2.87404,-0.221892
9.79167,1981-01-10,19:00:00.00,0.264919,0.285562,0.355681,614.818,0.0371263,0,0,0,15,630.211,5.79099,2.88823,-0.221892
9.83333,1981-01-10,20:00:00.00,0.264919,0.285562,0.355994,614.826,0.0371263,0,0,0,15,630.219,5.81393,2.90244,-0.221892
9.875,1981-01-10,21:00:00.00,0.264919,0.285562,0.356316,614.834,0.0371263,0,0,0,15,630.228,5.83687,2.91667,-0.221892
9.91667,1981-01-10,22:00:00.00,0.264919,0.285562,0.356647,614.843,0.0371263,0,0,0,15,630.237,5.8598,2.93091,-0.221892
9.95833,1981-01-10,23:00:00.00,0.264919,0.285562,0.356986,614.851,0.0371263,0,0,0,15,630.245,5.88274,2.94518,-0.221892
10,1981-01-11,00:00:00.00,0.264919,0.285562,0.357332,614.859,0.0371263,0,0,0,15,630.254,5.90568,2.95946,-0.221892
10.0417,1981-01-11,01:00:00.00,0.255136,0.275016,0.35759,614.867,0.0367192,0,0,0,15,630.262,5.92776,2.97377,-0.221892
10.0833,1981-01-11,02:00:00.00,0.255136,0.275016,0.357774,614.875,0.0367192,0,0,0,15,630.27,5.94985,2.98808,-0.221892
10.125,1981-01-11,03:00:00.00,0.255136,0.275016,0.358038,614.883,0.0367192,0,0,0,15,630.277,5.97194,3.00233,-0.221892
10.1667,1981-01-11,04:00:00.00,0.255136,0.275016,0.358363,614.89,0.0367192,0,0,0,15,630.285,5.99403,3.01654,-0.221892
10.2083,1981-01-11,05:00:00.00,0.255136,0.275016,0.35868,614.898,0.0367192,0,0,0,15,630.293,6.01612,3.03078,-0.221892
10.25,1981-01-11,06:00:00.00,0.255136,0.275016,0.358992,614.905,0.0367192,0,0,0,15,630.301,6.03821,3.04504,-0.221892
10.2917,1981-01-11,07:00:00.00,0.255136,0.275016,0.359297,614.913,0.0367192,0,0,0,15,630.309,6.0603,3.05933,-0.221892
10.3333,1981-01-11,08:00:00.00,0.255136,0.275016,0.359596,614.92,0.0367192,0,0,0,15,630.316,6.08239,3.07365,-0.222028
10.375,1981-01-11,09:00:00.00,0.255136,0.275016,0.359885,614.926,0.0367192,0,0,0,15,630.323,6.10448,3.08799,-0.223244
10.4167,1981-01-11,10:00:00.00,0.255136,0.275016,0.360158,614.931,0.0367192,0,0,0,15,630.328,6.12657,3.10236,-0.225611
10.4583,1981-01-11,11:00:00.00,0.255136,0.275016,0.36041,614.935,0.0367192,0,0,0,15,630.333,6.14866,3.11675,-0.228909
10.5,1981-01-11,12:00:00.00,0.255136,0.275016,0.360643,614.939,0.0367192,0,0,0,15,630.336,6.17075,3.13117,-0.232793
10.5417,1981-01-11,13:00:00.00,0.255136,0.275016,0.360858,614.942,0.0367192,0,0,0,15,630.34,6.19284,3.1456,-0.236814
10.5833,1981-01-11,14:00:00.00,0.255136,0.275016,0.361062,614.946,0.0367192,0,0,0,15,630.344,6.21493,3.16006,-0.240468
10.625,1981-01-11,15:00:00.00,0.255136,0.275016,0.361259,614.951,0.0367192,0,0,0,15,630.349,6.23702,3.17453,-0.243258
10.6667,1981-01-11,16:00:00.00,0.255136,0.275016,0.36146,614.957,0.0367192,0,0,0,15,630.355,6.25911,3.18903,-0.244766
10.7083,1981-01-11,17:00:00.00,0.255136,0.275016,0.361673,614.964,0.0367192,0,0,0,15,630.362,6.2812,3.20354,-0.244935
10.75,1981-01-11,18:00:00.00,0.255136,0.275016,0.361901,614.971,0.0367192,0,0,0,15,630.37,6.30329,3.21808,-0.244935
10.7917,1981-01-11,19:00:00.00,0.255136,0.275016,0.36214,614.979,0.0367192,0,0,0,15,630.377,6.32538,3.23262,-0.244935
10.8333,1981-01-11,20:00:00.00,0.255136,0.275016,0.36239,614.986,0.0367192,0,0,0,15,630.385,6.34747,3.24719,-0.244935
10.875,1981-01-11,21:00:00.00,0.255136,0.275016,0.36265,614.993,0.0367192,0,0,0,15,630.392,6.36956,3.26176,-0.244935
10.9167,1981-01-11,22:00:00.00,0.255136,0.275016,0.36292,615,0.0367192,0,0,0,15,630.4,6.39165,3.27635,-0.244935
10.9583,1981-01-11,23:00:00.00,0.255136,0.275016,0.363199,615.008,0.0367192,0,0,0,15,630.407,6.41374,3.29094,-0.244935
11,1981-01-12,00:00:00.00,0.255136,0.275016,0.363486,615.015,0.0367192,0,0,0,15,630.415,6.43583,3.30556,-0.244935
11.0417,1981-01-12,01:00:00.00,0.255183,0.275067,0.363778,615.022,0.0367262,0,0,0,15,630.422,6.45792,3.32018,-0.244935
11.0833,1981-01-12,02:00:00.00,0.255183,0.275067,0.364072,615.029,0.0367262,0,0,0,15,630.43,6.48001,3.33483,-0.244935
11.125,1981-01-12,03:00:00.00,0.255183,0.275067,0.364368,615.036,0.0367262,0,0,0,15,630.437,6.50211,3.3495,-0.244935
11.1667,1981-01-12,04:00:00.00,0.255183,0.275067,0.364665,615.043,0.0367262,0,0,0,15,630.445,6.5242,3.36419,-0.244935
11.2083,1981-01-12,05:00:00.00,0.255183,0.275067,0.364962,615.05,0.0367262,0,0,0,15,630.452,6.5463,3.3789,-0.244935
11.25,1981-01-12,06:00:00.00,0.255183,0.275067,0.365259,615.057,0.0367262,0,0,0,15,630.459,6.56839,3.39363,-0.244935
11.2917,1981-01-12,07:00:00.00,0.255183,0.275067,0.365556,615.065,0.0367262,0,0,0,15,630.467,6.59048,3.40839,-0.244935
11.3333,1981-01-12,08:00:00.00,0.255183,0.275067,0.365852,615.071,0.0367262,0,0,0,15,630.474,6.61258,3.42317,-0.245079
11.375,1981-01-12,09:00:00.00,0.255183,0.275067,0.366142,615.077,0.0367262,0,0,0,15,630.48,6.63467,3.43797,-0.246312
11.4167,1981-01-12,10:00:00.00,0.255183,0.275067,0.36642,615.082,0.0367262,0,0,0,15,630.485,6.65676,3.45279,-0.248699
11.4583,1981-01-12,11:00:00.00,0.255183,0.275067,0.366679,615.085,0.0367262,0,0,0,15,630.489,6.67886,3.46763,-0.252018
11.5,1981-01-12,12:00:00.00,0.255183,0.275067,0.366918,615.089,0.0367262,0,0,0,15,630.492,6.70095,3.4825,-0.255924
11.5417,1981-01-12,13:00:00.00,0.255183,0.275067,0.367139,615.091,0.0367262,0,0,0,15,630.495,6.72305,3.49739,-0.259968
11.5833,1981-01-12,14:00:00.00,0.255183,0.275067,0.367348,615.095,0.0367262,0,0,0,15,630.499,6.74514,3.5123,-0.263645
11.625,1981-01-12,15:00:00.00,0.255183,0.275067,0.367551,615.099,0.0367262,0,0,0,15,630.503,6.76723,3.52723,-0.266459
11.6667,1981-01-12,16:00:00.00,0.255183,0.275067,0.367757,615.104,0.0367262,0,0,0,15,630.509,6.78933,3.54219,-0.267988
11.7083,1981-01-12,17:00:00.00,0.255183,0.275067,0.367974,615.111,0.0367262,0,0,0,15,630.516,6.81142,3.55716,-0.268167
11.75,1981-01-12,18:00:00.00,0.255183,0.275067,0.368203,615.118,0.0367262,0,0,0,15,630.523,6.83351,3.57216,-0.268167
11.7917,1981-01-12,19:00:00.00,0.255183,0.275067,0.368444,615.125,0.0367262,0,0,0,15,630.53,6.85561,3.58717,-0.268167
11.8333,1981-01-12,20:00:00.00,0.255183,0.275067,0.368695,615.132,0.0367262,0,0,0,15,630.537,6.8777,3.60219,-0.268167
11.875,1981-01-12,21:00:00.00,0.255183,0.275067,0.368954,615.138,0.0367262,0,0,0,15,630.544,6.8998,3.61723,-0.268167
11.9167,1981-01-12,22:00:00.00,0.255183,0.275067,0.369224,615.145,0.0367262,0,0,0,15,630.551,6.92189,3.63228,-0.268167
11.9583,1981-01-12,23:00:00.00,0.255183,0.275067,0.369501,615.152,0.0367262,0,0,0,15,630.558,6.94398,3.64734,-0.268167
12,1981-01-13,00:00:00.00,0.255183,0.275067,0.369786,615.159,0.0367262,0,0,0,15,630.565,6.96608,3.66242,-0.268167
12.0417,1981-01-13,01:00:00.00,0.254736,0.274585,0.370078,615.165,0.036707,0,0,0,15,630.572,6.98813,3.67752,-0.268167
12.0833,1981-01-13,02:00:00.00,0.254736,0.274585,0.370375,615.172,0.036707,0,0,0,15,630.579,7.01019,3.69264,-0.268167
12.125,1981-01-13,03:00:00.00,0.254736,0.274585,0.370666,615.179,0.036707,0,0,0,15,630.586,7.03224,3.70778,-0.268167
12.1667,1981-01-13,04:00:00.00,0.254736,0.274585,0.370951,615.185,0.036707,0,0,0,15,630.593,7.0543,3.72295,-0.268167
12.2083,1981-01-13,05:00:00.00,0.254736,0.274585,0.371235,615.192,0.036707,0,0,0,15,630.6,7.07635,3.73815,-0.268167
12.25,1981-01-13,06:00:00.00,0.254736,0.274585,0.371517,615.198,0.036707,0,0,0,15,630.607,7.09841,3.75336,-0.268167
12.2917,1981-01-13,07:00:00.00,0.254736,0.274585,0.371796,615.205,0.036707,0,0,0,15,630.613,7.12046,3.7686,-0.268167
12.3333,1981-01-13,08:00:00.00,0.254736,0.274585,0.372074,615.211,0.036707,0,0,0,15,630.62,7.14252,3.78386,-0.268319
12.375,1981-01-13,09:00:00.00,0.254736,0.274585,0.372344,615.216,0.036707,0,0,0,15,630.625,7.16457,3.79914,-0.269571
12.4167,1981-01-13,10:00:00.00,0.254736,0.274585,0.372601,615.221,0.036707,0,0,0,15,630.63,7.18663,3.81444,-0.271977
12.4583,1981-01-13,11:00:00.00,0.254736,0.274585,0.372838,615.224,0.036707,0,0,0,15,630.633,7.20868,3.82976,-0.275318
12.5,1981-01-13,12:00:00.00,0.254736,0.274585,0.373056,615.226,0.036707,0,0,0,15,630.636,7.23074,3.84511,-0.279248
12.5417,1981-01-13,13:00:00.00,0.254736,0.274585,0.373258,615.229,0.036707,0,0,0,15,630.639,7.25279,3.86047,-0.283316
12.5833,1981-01-13,14:00:00.00,0.254736,0.274585,0.373446,615.231,0.036707,0,0,0,15,630.642,7.27485,3.87586,-0.287018
12.625,1981-01-13,15:00:00.00,0.254736,0.274585,0.373629,615.235,0.036707,0,0,0,15,630.645,7.2969,3.89126,-0.289855
12.6667,1981-01-13,16:00:00.00,0.254736,0.274585,0.373816,615.24,0.036707,0,0,0,15,630.65,7.31896,3.90669,-0.291407
12.7083,1981-01-13,17:00:00.00,0.254736,0.274585,0.374016,615.246,0.036707,0,0,0,15,630.657,7.34101,3.92213,-0.291596
12.75,1981-01-13,18:00:00.00,0.254736,0.274585,0.374233,615.253,0.036707,0,0,0,15,630.664,7.36307,3.9376,-0.291596
12.7917,1981-01-13,19:00:00.00,0.254736,0.274585,0.374462,615.259,0.036707,0,0,0,15,630.67,7.38512,3.95307,-0.291596
12.8333,1981-01-13,20:00:00.00,0.254736,0.274585,0.374701,615.265,0.036707,0,0,0,15,630.677,7.40718,3.96856,-0.291596
12.875,1981-01-13,21:00:00.00,0.254736,0.274585,0.374949,615.272,0.036707,0,0,0,15,630.683,7.42923,3.98406,-0.291596
12.9167,1981-01-13,22:00:00.00,0.254736,0.274585,0.375206,615.278,0.036707,0,0,0,15,630.69,7.45129,3.99957,-0.291596
12.9583,1981-01-13,23:00:00.00,0.254736,0.274585,0.375473,615.284,0.036707,0,0,0,15,630.696,7.47334,4.0151,-0.291596
13,1981-01-14,00:00:00.00,0.254736,0.274585,0.375746,615.29,0.036707,0,0,0,15,630.703,7.4954,4.03063,-0.291596
13.0417,1981-01-14,01:00:00.00,0.250291,0.269795,0.375995,615.296,0.0365255,0,0,0,15,630.709,7.51707,4.04618,-0.291596
13.0833,1981-01-14,02:00:00.00,0.250291,0.269795,0.376222,615.302,0.0365255,0,0,0,15,630.715,7.53874,4.06175,-0.291596
13.125,1981-01-14,03:00:00.00,0.250291,0.269795,0.376474,615.308,0.0365255,0,0,0,15,630.721,7.56041,4.0773,-0.291596
13.1667,1981-01-14,04:00:00.00,0.250291,0.269795,0.376744,615.314,0.0365255,0,0,0,15,630.727,7.58208,4.09286,-0.291596
13.2083,1981-01-14,05:00:00.00,0.250291,0.269795,0.377012,615.32,0.0365255,0,0,0,15,630.733,7.60375,4.10843,-0.291596
13.25,1981-01-14,06:00:00.00,0.250291,0.269795,0.377279,615.326,0.0365255,0,0,0,15,630.739,7.62542,4.12403,-0.291596
13.2917,1981-01-14,07:00:00.00,0.250291,0.269795,0.377544,615.331,0.0365255,0,0,0,15,630.745,7.64709,4.13964,-0.291596
13.3333,1981-01-14,08:00:00.00,0.250291,0.269795,0.377807,615.337,0.0365255,0,0,0,15,630.751,7.66876,4.15528,-0.291756
13.375,1981-01-14,09:00:00.00,0.250291,0.269795,0.378062,615.342,0.0365255,0,0,0,15,630.756,7.69043,4.17094,-0.293027
13.4167,1981-01-14,10:00:00.00,0.250291,0.269795,0.378303,615.345,0.0365255,0,0,0,15,630.76,7.7121,4.18661,-0.295454
13.4583,1981-01-14,11:00:00.00,0.250291,0.269795,0.378523,615.347,0.0365255,0,0,0,15,630.762,7.73377,4.20231,-0.298818
13.5,1981-01-14,12:00:00.00,0.250291,0.269795,0.378722,615.349,0.0365255,0,0,0,15,630.764,7.75544,4.21802,-0.302772
13.5417,1981-01-14,13:00:00.00,0.250291,0.269795,0.378902,615.351,0.0365255,0,0,0,15,630.766,7.77711,4.23376,-0.306866
13.5833,1981-01-14,14:00:00.00,0.250291,0.269795,0.379068,615.353,0.0365255,0,0,0,15,630.768,7.79878,4.24951,-0.310593
13.625,1981-01-14,15:00:00.00,0.250291,0.269795,0.379229,615.356,0.0365255,0,0,0,15,630.771,7.82045,4.26528,-0.313455
13.6667,1981-01-14,16:00:00.00,0.250291,0.269795,0.379393,615.36,0.0365255,0,0,0,15,630.776,7.84212,4.28107,-0.31503
13.7083,1981-01-14,17:00:00.00,0.250291,0.269795,0.379569,615.365,0.0365255,0,0,0,15,630.781,7.86379,4.29688,-0.315231
13.75,1981-01-14,18:00:00.00,0.250291,0.269795,0.37976,615.371,0.0365255,0,0,0,15,630.787,7.88546,4.31271,-0.315231
13.7917,1981-01-14,19:00:00.00,0.250291,0.269795,0.379963,615.376,0.0365255,0,0,0,15,630.793,7.90713,4.32854,-0.315231
13.8333,1981-01-14,20:00:00.00,0.250291,0.269795,0.380176,615.382,0.0365255,0,0,0,15,630.799,7.9288,4.34439,-0.315231
13.875,1981-01-14,21:00:00.00,0.250291,0.269795,0.380399,615.388,0.0365255,0,0,0,15,630.805,7.95047,4.36025,-0.315231
13.9167,1981-01-14,22:00:00.00,0.250291,0.269795,0.380631,615.393,0.0365255,0,0,0,15,630.81,7.97214,4.37611,-0.315231
13.9583,1981-01-14,23:00:00.00,0.250291,0.269795,0.380872,615.399,0.0365255,0,0,0,15,630.816,7.99381,4.39199,-0.315231
14,1981-01-15,00:00:00.00,0.250291,0.269795,0.381121,615.404,0.0365255,0,0,0,15,630.822,8.01548,4.40788,-0.315231
14.0417,1981-01-15,01:00:00.00,0.248241,0.267585,0.381356,615.41,0.0364394,0,0,0,15,630.828,8.03698,4.42378,-0.315231
14.0833,1981-01-15,02:00:00.00,0.248241,0.267585,0.381578,615.415,0.0364394,0,0,0,15,630.833,8.05847,4.4397,-0.315231
14.125,1981-01-15,03:00:00.00,0.248241,0.267585,0.381816,615.42,0.0364394,0,0,0,15,630.839,8.07996,4.45561,-0.315231
14.1667,1981-01-15,04:00:00.00,0.248241,0.267585,0.382065,615.426,0.0364394,0,0,0,15,630.844,8.10146,4.47154,-0.315231
14.2083,1981-01-15,05:00:00.00,0.248241,0.267585,0.382313,615.431,0.0364394,0,0,0,15,630.85,8.12295,4.48748,-0.315231
14.25,1981-01-15,06:00:00.00,0.248241,0.267585,0.382559,615.436,0.0364394,0,0,0,15,630.855,8.14444,4.50344,-0.315231
14.2917,1981-01-15,07:00:00.00,0.248241,0.267585,0.382803,615.442,0.0364394,0,0,0,15,630.861,8.16593,4.51942,-0.315231
14.3333,1981-01-15,08:00:00.00,0.248241,0.267585,0.383046,615.447,0.0364394,0,0,0,15,630.866,8.18743,4.53542,-0.315401
14.375,1981-01-15,09:00:00.00,0.248241,0.267585,0.383281,615.451,0.0364394,0,0,0,15,630.87,8.20892,4.55144,-0.316691
14.4167,1981-01-15,10:00:00.00,0.248241,0.267585,0.3835,615.453,0.0364394,0,0,0,15,630.873,8.23041,4.56747,-0.319139
14.4583,1981-01-15,11:00:00.00,0.248241,0.267585,0.383699,615.455,0.0364394,0,0,0,15,630.875,8.2519,4.58353,-0.322527
14.5,1981-01-15,12:00:00.00,0.248241,0.267585,0.383877,615.457,0.0364394,0,0,0,15,630.877,8.2734,4.5996,-0.326506
14.5417,1981-01-15,13:00:00.00,0.248241,0.267585,0.384035,615.458,0.0364394,0,0,0,15,630.878,8.29489,4.61569,-0.330626
14.5833,1981-01-15,14:00:00.00,0.248241,0.267585,0.38418,615.459,0.0364394,0,0,0,15,630.88,8.31638,4.6318,-0.334379
14.625,1981-01-15,15:00:00.00,0.248241,0.267585,0.384318,615.462,0.0364394,0,0,0,15,630.882,8.33788,4.64793,-0.337267
14.6667,1981-01-15,16:00:00.00,0.248241,0.267585,0.38446,615.465,0.0364394,0,0,0,15,630.886,8.35937,4.66407,-0.338867
14.7083,1981-01-15,17:00:00.00,0.248241,0.267585,0.384613,615.47,0.0364394,0,0,0,15,630.891,8.38086,4.68023,-0.339079
14.75,1981-01-15,18:00:00.00,0.248241,0.267585,0.384782,615.475,0.0364394,0,0,0,15,630.897,8.40235,4.6964,-0.33908
14.7917,1981-01-15,19:00:00.00,0.248241,0.267585,0.384963,615.48,0.0364394,0,0,0,15,630.902,8.42385,4.71259,-0.33908
14.8333,1981-01-15,20:00:00.00,0.248241,0.267585,0.385153,615.486,0.0364394,0,0,0,15,630.907,8.44534,4.72878,-0.33908
14.875,1981-01-15,21:00:00.00,0.248241,0.267585,0.385354,615.491,0.0364394,0,0,0,15,630.912,8.46683,4.74498,-0.33908
14.9167,1981-01-15,22:00:00.00,0.248241,0.267585,0.385564,615.496,0.0364394,0,0,0,15,630.918,8.48832,4.76119,-0.33908
14.9583,1981-01-15,23:00:00.00,0.248241,0.267585,0.385782,615.501,0.0364394,0,0,0,15,630.923,8.50982,4.77741,-0.33908
15,1981-01-16,00:00:00.00,0.248241,0.267585,0.386008,615.506,0.0364394,0,0,0,15,630.928,8.53131,4.79364,-0.33908
15.0417,1981-01-16,01:00:00.00,0.242864,0.261789,0.3862,615.511,0.0362135,0,0,0,15,630.933,8.55234,4.80988,-0.33908
15.0833,1981-01-16,02:00:00.00,0.242864,0.261789,0.386361,615.515,0.0362135,0,0,0,15,630.938,8.57336,4.82613,-0.33908
15.125,1981-01-16,03:00:00.00,0.242864,0.261789,0.386554,615.52,0.0362135,0,0,0,15,630.943,8.59439,4.84235,-0.33908
15.1667,1981-01-16,04:00:00.00,0.242864,0.261789,0.386772,615.524,0.0362135,0,0,0,15,630.947,8.61542,4.85857,-0.33908
15.2083,1981-01-16,05:00:00.00,0.242864,0.261789,0.386986,615.529,0.0362135,0,0,0,15,630.952,8.63645,4.8748,-0.33908
15.25,1981-01-16,06:00:00.00,0.242864,0.261789,0.387197,615.534,0.0362135,0,0,0,15,630.957,8.65747,4.89105,-0.33908
15.2917,1981-01-16,07:00:00.00,0.242864,0.261789,0.387406,615.538,0.0362135,0,0,0,15,630.962,8.6785,4.90732,-0.33908
15.3333,1981-01-16,08:00:00.00,0.242864,0.261789,0.387611,615.542,0.0362135,0,0,0,15,630.966,8.69953,4.92361,-0.339259
15.375,1981-01-16,09:00:00.00,0.242864,0.261789,0.387807,615.546,0.0362135,0,0,0,15,630.97,8.72056,4.93991,-0.340569
15.4167,1981-01-16,10:00:00.00,0.242864,0.261789,0.387987,615.548,0.0362135,0,0,0,15,630.972,8.74158,4.95623,-0.34304
15.4583,1981-01-16,11:00:00.00,0.242864,0.261789,0.388145,615.549,0.0362135,0,0,0,15,630.973,8.76261,4.97256,-0.346452
15.5,1981-01-16,12:00:00.00,0.242864,0.261789,0.388282,615.549,0.0362135,0,0,0,15,630.974,8.78364,4.98891,-0.350458
15.5417,1981-01-16,13:00:00.00,0.242864,0.261789,0.3884,615.55,0.0362135,0,0,0,15,630.974,8.80466,5.00528,-0.354605
15.5833,1981-01-16,14:00:00.00,0.242864,0.261789,0.388504,615.551,0.0362135,0,0,0,15,630.975,8.82569,5.02166,-0.358385
15.625,1981-01-16,15:00:00.00,0.242864,0.261789,0.388603,615.552,0.0362135,0,0,0,15,630.977,8.84672,5.03805,-0.361299
15.6667,1981-01-16,16:00:00.00,0.242864,0.261789,0.388704,615.555,0.0362135,0,0,0,15,630.98,8.86775,5.05446,-0.362924
15.7083,1981-01-16,17:00:00.00,0.242864,0.261789,0.388817,615.559,0.0362135,0,0,0,15,630.984,8.88877,5.07088,-0.36315
15.75,1981-01-16,18:00:00.00,0.242864,0.261789,0.388945,615.564,0.0362135,0,0,0,15,630.989,8.9098,5.08731,-0.36315
15.7917,1981-01-16,19:00:00.00,0.242864,0.261789,0.389086,615.568,0.0362135,0,0,0,15,630.994,8.93083,5.10375,-0.36315
